Sun Jun 27 21:50:15 2021    cprofile.prof

         15545163 function calls (14716914 primitive calls) in 21.072 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 backend_bases.py:1794(resize_event)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:1(<module>)
       30    0.000    0.000    0.000    0.000 ticker.py:1749(nonsingular)
        3    0.000    0.000    0.000    0.000 __init__.py:2309(readprofile)
        1    0.000    0.000    0.000    0.000 _methods.py:1(<module>)
       45    0.000    0.000    0.000    0.000 re.py:203(sub)
       31    0.000    0.000    0.000    0.000 _base.py:51(__init__)
       30    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
      835    0.000    0.000    0.000    0.000 inspect.py:513(_is_wrapper)
        1    0.000    0.000    0.000    0.000 pyplot.py:1996(get_plot_commands)
      425    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
     1452    0.000    0.000    0.000    0.000 figure.py:2312(_set_dpi)
      214    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
       44    0.000    0.000    0.000    0.000 core.py:132(get_object_signature)
      416    0.000    0.000    0.000    0.000 lines.py:1033(set_antialiased)
      357    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:456(_check_name_wrapper)
        9    0.000    0.000    0.000    0.000 _layoutgrid.py:136(add_constraints)
       48    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
      136    0.000    0.000    0.000    0.000 axis.py:200(_set_labelrotation)
        1    0.000    0.000    0.000    0.000 version.py:93(StrictVersion)
       67    0.000    0.000    0.000    0.000 pyparsing.py:4442(__init__)
        1    0.000    0.000    0.000    0.000 geo.py:1(<module>)
       40    0.000    0.000    0.000    0.000 _base.py:3429(_validate_converted_limits)
        6    0.000    0.000    0.000    0.000 pyplot.py:872(close)
       27    0.000    0.000    0.000    0.000 pathlib.py:1129(glob)
        3    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
      171    0.000    0.000    0.000    0.000 __init__.py:101(_cnfmerge)
     23/7    0.000    0.000    0.000    0.000 pyparsing.py:4485(streamline)
     1243    0.000    0.000    0.000    0.000 __init__.py:911(<listcomp>)
       40    0.000    0.000    0.000    0.000 transforms.py:2287(blended_transform_factory)
        1    0.000    0.000    0.000    0.000 TiffTags.py:20(<module>)
        6    0.000    0.000    0.000    0.000 _pylab_helpers.py:78(destroy_all)
    40/32    0.000    0.000    0.000    0.000 transforms.py:2355(__eq__)
      126    0.000    0.000    0.000    0.000 std.py:108(release)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
       39    0.000    0.000    0.000    0.000 transforms.py:380(height)
       59    0.000    0.000    0.000    0.000 patches.py:341(set_edgecolor)
        5    0.000    0.000    0.000    0.000 figure.py:1493(sca)
  237/205    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
        9    0.000    0.000    0.000    0.000 __init__.py:3105(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:2843(ArrowStyle)
      280    0.000    0.000    0.000    0.000 function_base.py:461(_add_docstring)
      655    0.000    0.000    0.000    0.000 __init__.py:1412(debug)
      129    0.000    0.000    0.000    0.000 __init__.py:218(wrapper)
       90    0.000    0.000    0.000    0.000 spines.py:134(get_patch_transform)
        6    0.000    0.000    0.000    0.000 {built-in method gc.collect}
       22    0.000    0.000    0.000    0.000 scanner.py:1270(scan_plain)
        1    0.000    0.000    0.000    0.000 rrule.py:2(<module>)
      113    0.000    0.000    0.000    0.000 patches.py:760(get_path)
        1    0.000    0.000    0.000    0.000 markers.py:147(MarkerStyle)
        1    0.000    0.000    0.000    0.000 filedialog.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6746(__init__)
      416    0.000    0.000    0.000    0.000 lines.py:1173(set_markeredgecolor)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2842(NavigationToolbar2)
        1    0.000    0.000    0.000    0.000 collections.py:25(Collection)
        1    0.000    0.000    0.000    0.000 artist.py:1302(ArtistInspector)
       48    0.000    0.000    0.000    0.000 _methods.py:45(_sum)
      690    0.000    0.000    0.000    0.000 text.py:25(_wrap_text)
        6    0.000    0.000    0.000    0.000 _base.py:1330(_set_title_offset_trans)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
       41    0.000    0.000    0.000    0.000 <frozen zipimport>:63(__init__)
      137    0.000    0.000    0.000    0.000 pyplot.py:2008(<genexpr>)
        3    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedRandom' objects}
       17    0.000    0.000    0.000    0.000 emitter.py:437(check_simple_key)
        1    0.000    0.000    0.000    0.000 subprocess.py:980(communicate)
      792    0.000    0.000    0.000    0.000 backend_bases.py:984(set_linewidth)
       26    0.000    0.000    0.000    0.000 core.py:6751(getdoc)
     2595    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 expat.py:1(<module>)
       20    0.000    0.000    0.000    0.000 spines.py:294(set_position)
        1    0.000    0.000    0.000    0.000 RBF_MRAN.py:10(__init__)
      152    0.000    0.000    0.000    0.000 posixpath.py:71(join)
      338    0.000    0.000    0.000    0.000 typing.py:762(__setattr__)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:1(<module>)
        8    0.000    0.000    0.000    0.000 transforms.py:876(update_from_path)
     1851    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      346    0.000    0.000    0.000    0.000 font_manager.py:1105(get_default_size)
        8    0.000    0.000    0.000    0.000 transforms.py:1693(__eq__)
        6    0.000    0.000    0.000    0.000 _backend_tk.py:600(_Spacer)
       35    0.000    0.000    0.000    0.000 transforms.py:1299(__init_subclass__)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
       36    0.000    0.000    0.000    0.000 axis.py:2212(get_ticks_position)
     1096    0.000    0.000    0.000    0.000 artist.py:222(axes)
      120    0.000    0.000    0.000    0.000 std.py:155(__init__)
        1    0.000    0.000    0.000    0.000 opcode.py:2(<module>)
        8    0.000    0.000    0.000    0.000 transforms.py:2126(__eq__)
       23    0.000    0.000    0.000    0.000 parser.py:273(parse_node)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1(<module>)
     1174    0.000    0.000    0.000    0.000 {built-in method math.radians}
       65    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.000    0.000 backend_agg.py:388(FigureCanvasAgg)
       10    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(extract)
     2595    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      861    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
      357    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
       41    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1394(__init__)
       22    0.000    0.000    0.000    0.000 parser.py:270(parse_block_node_or_indentless_sequence)
       17    0.000    0.000    0.000    0.000 emitter.py:409(expect_block_mapping_simple_value)
      684    0.000    0.000    0.000    0.000 backend_agg.py:282(points_to_pixels)
       26    0.000    0.000    0.000    0.000 backend_bases.py:2999(_update_cursor)
        8    0.000    0.000    0.000    0.000 _backend_tk.py:647(set_history_buttons)
       42    0.000    0.000    0.000    0.000 deprecation.py:194(finalize)
     2513    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       15    0.000    0.000    0.000    0.000 arrayprint.py:1500(_array_str_implementation)
       74    0.000    0.000    0.000    0.000 enum.py:491(_get_mixins_)
       53    0.000    0.000    0.000    0.000 __init__.py:112(_weak_or_strong_ref)
      200    0.000    0.000    0.000    0.000 _collections_abc.py:760(__iter__)
       30    0.000    0.000    0.000    0.000 transforms.py:2245(__init__)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
      444    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:342(__init__)
     2129    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
      276    0.000    0.000    0.000    0.000 scanner.py:145(need_more_tokens)
      829    0.000    0.000    0.000    0.000 {built-in method math.cos}
        2    0.000    0.000    0.000    0.000 qt_compat.py:74(_setup_pyqt5)
       73    0.000    0.000    0.000    0.000 rcsetup.py:88(<listcomp>)
       15    0.000    0.000    0.000    0.000 arrayprint.py:461(wrapper)
     1648    0.000    0.000    0.000    0.000 __init__.py:1805(<listcomp>)
       10    0.000    0.000    0.000    0.000 function_base.py:1651(extract)
        6    0.000    0.000    0.000    0.000 textwrap.py:414(dedent)
      436    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:800(find_spec)
        5    0.000    0.000    0.000    0.000 figure.py:2818(<lambda>)
       77    0.000    0.000    0.000    0.000 inspect.py:2543(replace)
      194    0.000    0.000    0.000    0.000 pyplot.py:83(_copy_docstring_and_deprecators)
       72    0.000    0.000    0.000    0.000 __init__.py:1696(safe_first_element)
      131    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
       48    0.000    0.000    0.000    0.000 _methods.py:105(_clip_dep_invoke_with_casting)
        1    0.000    0.000    0.000    0.000 colorbar.py:338(ColorbarBase)
       29    0.000    0.000    0.000    0.000 inspect.py:3045(__str__)
     2065    0.000    0.000    0.000    0.000 path.py:213(codes)
      373    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
        5    0.000    0.000    0.000    0.000 gridspec.py:610(_from_subplot_args)
        1    0.000    0.000    0.000    0.000 backend_cairo.py:1(<module>)
       58    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(nonzero)
       36    0.000    0.000    0.000    0.000 axis.py:1908(_get_ticks_position)
      126    0.000    0.000    0.000    0.000 fromnumeric.py:3106(ndim)
      210    0.000    0.000    0.000    0.000 spines.py:556(__getitem__)
      586    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:1767(parse_args)
        5    0.000    0.000    0.000    0.000 backend_bases.py:2761(notify_axes_change)
        1    0.000    0.000    0.000    0.000 argparse.py:1774(parse_known_args)
      624    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
       12    0.000    0.000    0.000    0.000 transforms.py:386(size)
       83    0.000    0.000    0.000    0.000 pyparsing.py:2828(__init__)
       35    0.000    0.000    0.000    0.000 inspect.py:1800(_signature_bound_method)
        5    0.000    0.000    0.000    0.000 _base.py:795(_set_lim_and_transforms)
     1533    0.000    0.000    0.000    0.000 artist.py:597(get_gid)
     1137    0.000    0.000    0.000    0.000 backend_bases.py:819(get_clip_path)
        1    0.000    0.000    0.000    0.000 mlab.py:1(<module>)
       16    0.000    0.000    0.000    0.000 __init__.py:1647(__setitem__)
       34    0.000    0.000    0.000    0.000 emitter.py:266(expect_scalar)
      441    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:725(find_spec)
      829    0.000    0.000    0.000    0.000 {built-in method math.sin}
      769    0.000    0.000    0.000    0.000 __init__.py:823(<lambda>)
      214    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        5    0.000    0.000    0.000    0.000 backend_bases.py:3327(update)
       62    0.000    0.000    0.000    0.000 _bootlocale.py:33(getpreferredencoding)
     2236    0.000    0.000    0.000    0.000 artist.py:1109(sticky_edges)
        1    0.000    0.000    0.000    0.000 mathtext.py:388(<dictcomp>)
        3    0.000    0.000    0.000    0.000 backend_bases.py:1291(__init__)
       15    0.000    0.000    0.000    0.000 axis.py:2373(_update_offset_text_position)
       24    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:52(add_newdoc_for_scalar_type)
        3    0.000    0.000    0.000    0.000 dataclasses.py:375(_create_fn)
       31    0.000    0.000    0.000    0.000 backend_bases.py:1361(_update_enter_leave)
      221    0.000    0.000    0.000    0.000 transforms.py:276(y0)
        8    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
     1220    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      101    0.000    0.000    0.000    0.000 inspect.py:534(_findclass)
       88    0.000    0.000    0.000    0.000 getlimits.py:382(__new__)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1493(_guarded_repr_or_str)
        3    0.000    0.000    0.000    0.000 gettext.py:735(gettext)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
      126    0.000    0.000    0.000    0.000 colors.py:846(__init__)
      417    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
       14    0.000    0.000    0.000    0.000 re.py:223(split)
       30    0.000    0.000    0.000    0.000 enum.py:534(_find_new_)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        3    0.000    0.000    0.000    0.000 gettext.py:660(dgettext)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1809(_parse_known_args)
        1    0.000    0.000    0.000    0.000 tokens.py:2(<module>)
     12/6    0.000    0.000    0.000    0.000 axis.py:1975(setter)
       21    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
       27    0.000    0.000    0.000    0.000 artist.py:20(allow_rasterization)
       73    0.000    0.000    0.000    0.000 pathlib.py:717(__str__)
        3    0.000    0.000    0.000    0.000 gettext.py:579(translation)
       71    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
       14    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(cumsum)
